cim	fajta	lap	szakasz	sor	mit
0x0083a1a0	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	35	\| \`portrait\` / \`landscape\` \| \`0x0083a1a0\` \| tájolás + \`collage::orientation\` \|
0x0083a1a0	?	picasa-kollazs-felulet.md	45. 10. Megőrzött beállítások	2056	\| \`collage::orientation\` \| álló / fekvő \| (\`0x0083a1a0\`) \|
0x0083a201	?	picasa-kollazs-felulet.md	5. 2.1/c Nálunk — a keret HAT, de nincs őr, ami ezt megvédené (#997)	204	\| 1 (\`0x2\`) \| oldalformátum-váltáskor lefut egy csomópontonkénti újraszámolás (\`0x0087e960\`) \| \`0x00839f07\`,…
0x0083a490	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	43	\| \`collagepanel/select_all\` \| \`0x0083a490(…, 1)\` \| az összes kijelölése \|
0x0083a490	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	44	\| \`collagepanel/select_none\` \| \`0x0083a490(…, 0)\` \| kijelölés megszüntetése \|
0x0083a512	?	picasa-kollazs-felulet.md	5. 2.1/c Nálunk — a keret HAT, de nincs őr, ami ezt megvédené (#997)	208	\| 5 (\`0x20\`) \| a képek **szabadon elhelyezhetők** — a \`ringnode\` létrejön, és a \`collage::shadows\` beállítás…
0x0083a5b0	?	picasa-kollazs-felulet.md	51. 11. Elhagyott és holt elemek — amit NEM kell megépíteni	2121	(\`0x0082d7df\` → \`0x0083a6b0\`, \`0x0082d855\` → \`0x0083a5b0\`), de a
0x0083a6b0	?	picasa-kollazs-felulet.md	51. 11. Elhagyott és holt elemek — amit NEM kell megépíteni	2121	(\`0x0082d7df\` → \`0x0083a6b0\`, \`0x0082d855\` → \`0x0083a5b0\`), de a
0x0083aab0	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	51	\| \`rand_order\` \| \`0x0083aab0\` \| Képek összekeverése (sorrend) \|
0x0083aaf0	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	52	\| \`rand_placement\` \| \`0x0083aaf0\` \| Véletlenszerű kollázs (elhelyezés) \|
0x0083ab30	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	46	\| \`collagepanel/move_top\` \| \`0x008419b0\`+\`0x00841920\` → \`0x0083ab30\` \| legfelülre \|
0x0083ab30	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	47	\| \`move_up\` \| \`0x0083ab30(-1)\` \| egy réteggel feljebb \|
0x0083ab30	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	48	\| \`collagepanel/move_down\` \| \`0x0083ab30(+1)\` \| egy réteggel lejjebb \|
0x0083ab30	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	49	\| \`collagepanel/move_bottom\` \| \`0x008419b0\`+\`0x00841920\` → \`0x0083ab30\` \| legalulra \|
0x0083ab30	?	picasa-kollazs-felulet.md	18. 5.2 Mozgatás	853	(\`0x0083ab30(+1)\` → \`0x009dfc70\` → **\`0x009dfd60\`**) a csomópontot a
0x0083abe0	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	45	\| \`remove_node\` \| \`0x0083abe0\` \| kijelölt képek eltávolítása \|
0x0083ad5f	függvény	kollazs-panel-ui-spec.md	52. 15. Bizonyítottsági fok és nyitott kérdések	1292	\`0x0083ad5f\`, a \`FUN_0083abe0\`-ban — abban a függvényben, amelyik a
0x0083ad5f	?	picasa-kollazs-felulet.md	5. 2.1/c Nálunk — a keret HAT, de nincs őr, ami ezt megvédené (#997)	209	\| 7 (\`0x80\`) \| a csomópont \`+0x168\` lebegőpontos mezője (elforgatás) él \| \`0x0083ad5f\` \|
0x0083ad84	?	picasa-kollazs-felulet.md	17. 5.1/b A gyűrű MEGJELENÉSE — hover + időzítő + elhalványítás (2026-08-19)	756	amit a kollázs-szórás is olvas (\`0x0083ad84\`).
0x0083b180	?	kollazs-panel-ui-spec.md	15. 4.1/b ⭐ R2/R3 szerkezeti ellenőrzés — a két lap és a kliplista (#656, 2026-09-18)	336	> panelépítés/újraépítés —, \`addclips\` \`0x0083b180\`, \`deleteclips\`
0x0083b180	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	54	\| \`addclips\` \| \`0x0083b180\` \| a kijelölt klipek felvétele \|
0x0083b180	?	picasa-kollazs-felulet.md	26. 8. A „Klipek" lap	1189	\| \`addclips\` \| (214, 60) 28×28 \| a kijelölt klipek felvétele (\`0x0083b180\`) \|
0x0083b180	?	picasa-kollazs-felulet.md	26. 8. A „Klipek" lap	1201	- **\`addclips\`** (\`0x0083b180\`): a klip-lista **kijelöléséből** dolgozik
0x0083b1cf	?	picasa-kollazs-felulet.md	26. 8. A „Klipek" lap	1222	számlálót növeli (\`0x0083b1cf\`) — a kritikus szakaszba nem lép be
0x0083b590	?	kollazs-panel-ui-spec.md	15. 4.1/b ⭐ R2/R3 szerkezeti ellenőrzés — a két lap és a kliplista (#656, 2026-09-18)	337	> \`0x0083b590\`), ezért a látható felirat gyakorlatilag mindig
0x0083b590	?	kollazs-panel-ui-spec.md	19. 4.3/b ⭐ MI a Klipek lista FORRÁSA — megfejtve (2026-08-23, #1276)	469	\`0x0083b590\` (a \`deleteclips\` ága) végén ez áll:
0x0083b590	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	55	\| \`deleteclips\` \| \`0x0083b590\` \| klipek törlése \|
0x0083b590	?	picasa-kollazs-felulet.md	26. 8. A „Klipek" lap	1190	\| \`deleteclips\` \| (247, 60) 28×28 \| klipek törlése (\`0x0083b590\`) \|
0x0083b590	?	picasa-kollazs-felulet.md	26. 8. A „Klipek" lap	1207	- **\`deleteclips\`** (\`0x0083b590\`): ugyanennek a párja, eltávolítással.
0x0083b590	függvény	picasa-kollazs-felulet.md	64. A „Klipek (N)" szám — a bináris megerősíti	2422	„Klipek (%d)"), a számot **paraméterként** kapja.
0x0083b610	?	kollazs-panel-ui-spec.md	19. 4.3/b ⭐ MI a Klipek lista FORRÁSA — megfejtve (2026-08-23, #1276)	493	saját csomópontjait.
0x0083b7c3	?	kollazs-panel-ui-spec.md	19. 4.3/b ⭐ MI a Klipek lista FORRÁSA — megfejtve (2026-08-23, #1276)	472	0x0083b7c3 utasítás ecx, [ebp + 0x124] ; a panel FORRÁS-CSOMÓPONTJA
0x0083b7c9	?	kollazs-panel-ui-spec.md	19. 4.3/b ⭐ MI a Klipek lista FORRÁSA — megfejtve (2026-08-23, #1276)	473	0x0083b7c9 utasítás eax, [ecx + 0x330] ; elemszám
0x0083b7d1	?	kollazs-panel-ui-spec.md	19. 4.3/b ⭐ MI a Klipek lista FORRÁSA — megfejtve (2026-08-23, #1276)	474	0x0083b7d1 shr eax, 1
0x0083b7d5	?	kollazs-panel-ui-spec.md	19. 4.3/b ⭐ MI a Klipek lista FORRÁSA — megfejtve (2026-08-23, #1276)	475	0x0083b7d5 utasítás edx, [ecx + 0x32c] ; elem-mutatótömb
0x0083b7e0	?	kollazs-panel-ui-spec.md	19. 4.3/b ⭐ MI a Klipek lista FORRÁSA — megfejtve (2026-08-23, #1276)	476	0x0083b7e0 utasítás ecx, [edx] ; az elem
0x0083b7e6	?	kollazs-panel-ui-spec.md	19. 4.3/b ⭐ MI a Klipek lista FORRÁSA — megfejtve (2026-08-23, #1276)	477	0x0083b7e6 utasítás byte ptr [ecx + 0x5a], 0
0x0083b7ea	?	kollazs-panel-ui-spec.md	19. 4.3/b ⭐ MI a Klipek lista FORRÁSA — megfejtve (2026-08-23, #1276)	478	0x0083b7ea jne … ; a JELÖLT elemeket KIHAGYJA
0x0083b7ec	?	kollazs-panel-ui-spec.md	19. 4.3/b ⭐ MI a Klipek lista FORRÁSA — megfejtve (2026-08-23, #1276)	479	0x0083b7ec utasítás esi, 1
0x0083b7f7	?	kollazs-panel-ui-spec.md	19. 4.3/b ⭐ MI a Klipek lista FORRÁSA — megfejtve (2026-08-23, #1276)	480	0x0083b7f7 utasítás esi
0x0083b7f8	?	kollazs-panel-ui-spec.md	19. 4.3/b ⭐ MI a Klipek lista FORRÁSA — megfejtve (2026-08-23, #1276)	481	0x0083b7f8 utasítás 0x83b890 ; -> "Klipek (N)"
0x0083b890	?	kollazs-panel-ui-spec.md	15. 4.1/b ⭐ R2/R3 szerkezeti ellenőrzés — a két lap és a kliplista (#656, 2026-09-18)	335	> (\`0x0083b890\`) **négy** hely hívja (\`0x00830f30\`, \`0x00831e10\` —
0x0083b890	?	kollazs-panel-ui-spec.md	19. 4.3/b ⭐ MI a Klipek lista FORRÁSA — megfejtve (2026-08-23, #1276)	467	**A számláló megadja a választ.** A fülfeliratot a \`0x0083b890(darab)\`
0x0083b890	?	kollazs-panel-ui-spec.md	19. 4.3/b ⭐ MI a Klipek lista FORRÁSA — megfejtve (2026-08-23, #1276)	481	0x0083b7f8 utasítás 0x83b890 ; -> "Klipek (N)"
0x0083b890	függvény	picasa-kollazs-felulet.md	26. 8. A „Klipek" lap	1178	> a \`0x0083b890\` frissítő (négy hívó: \`0x00830f30\`, \`0x00831e10\`,
0x0083b890	?	picasa-kollazs-felulet.md	26. 8. A „Klipek" lap	1208	- **Mindkettő ugyanazzal zárul:** \`0x0083b890\` — ez **frissíti a fül
0x0083b890	?	picasa-kollazs-felulet.md	64. A „Klipek (N)" szám — a bináris megerősíti	2421	A fülfeliratot a \`0x0083b890\` állítja be (\`collageUI::tab2_title\` =
0x0083b900	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	50	\| \`snap_12/3/6/9\` \| \`0x0083b900(szög)\` \| forgatás-igazítás (ld.
0x0083b900	?	picasa-kollazs-felulet.md	23. 5.4 Forgatás-igazítás — a `snap_9` **−90°**, nem 270°	1038	\`0x0083b900\`: végigmegy a kijelölésen, minden csomópontnál a **befoglaló
0x0083ba3a	?	picasa-kollazs-felulet.md	23. 5.4 Forgatás-igazítás — a `snap_9` **−90°**, nem 270°	1059	bekerül (\`0x0083ba3a\`) — ez a fogantyú kiinduló szöge.
0x0083ba60	?	kollazs-eletciklus.md	16. 5.1 A párbeszéd, ha a kollázs már létezik	313	*Bizonyíték:* \`0x0083ba60\` és \`0x0061df10\`, plusz a tulajdonos
0x0083ba60	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1329	\| **Kollázs létrehozása** / **Asztali háttérkép** \| \`sharebutton\`/\`makedesktop\` → \`0x0082d570\` → \`0x0083ce90…
0x0083ba60	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1417	A **végleges** mentés (\`0x0083ba60\`) záró lépései sorban:
0x0083ba60	?	picasa-kollazs-felulet.md	31. 9.1/d Az 5120 — az ÚTJA végigkövetve (2026-08-21, K3)	1491	0x0083d066 utasítás ecx ; a 0x0083ba60 2.
0x0083ba60	?	picasa-kollazs-felulet.md	31. 9.1/d Az 5120 — az ÚTJA végigkövetve (2026-08-21, K3)	1494	0x0083d073 utasítás 0x83ba60
0x0083ba60	?	picasa-kollazs-felulet.md	31. 9.1/d Az 5120 — az ÚTJA végigkövetve (2026-08-21, K3)	1506	0x0083ba60 (a mentés) a mutatót eltárolja (0x0083ba88)
0x0083ba60	?	picasa-kollazs-felulet.md	32. 9.1/c A `FILE_ATTRIBUTE_TEMPORARY` — HATÓKÖR kimérve (2026-08-21, K2)	1579	\| \`0x0083ba60\` (\`0x0083c3b8\`–\`0x0083c3d1\`) \| a **végleges kollázs-JPEG** \| \`collage\`, \`indexonlyreadonly\…
0x0083ba60	?	picasa-kollazs-felulet.md	52. 12. A hét nyitott kérdés — 2026-08-18-i elszámolás	2188	és a \`0x0083ba60\` → \`0x008390e0\` → \`0x00838f90\` láncon a **mentési
0x0083ba88	?	picasa-kollazs-felulet.md	31. 9.1/d Az 5120 — az ÚTJA végigkövetve (2026-08-21, K3)	1506	0x0083ba60 (a mentés) a mutatót eltárolja (0x0083ba88)
0x0083c14b	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1403	(\`0x0083c14b\`; az automentés 640×480-as helykitöltője ugyanígy,
0x0083c17d	függvény	kollazs-eletciklus.md	228. 45.2 A kilenc hívási hely	4488	\| \`0x0083c17d\` \| \`FUN_0083ba60\` \| \`[esp+0x60]\` \| \`[esp+0xc4]\` \|
0x0083c2e3	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1408	1, 5)\`): **előbb a \`.cxf\`** (\`0x0083c2e3\`), **aztán a \`.jpg\`**
0x0083c31b	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1409	(\`0x0083c31b\`) — ha a spec-írás elhasal, nem marad árva JPEG.
0x0083c3b8	?	picasa-kollazs-felulet.md	32. 9.1/c A `FILE_ATTRIBUTE_TEMPORARY` — HATÓKÖR kimérve (2026-08-21, K2)	1579	\| \`0x0083ba60\` (\`0x0083c3b8\`–\`0x0083c3d1\`) \| a **végleges kollázs-JPEG** \| \`collage\`, \`indexonlyreadonly\…
0x0083c3d1	?	picasa-kollazs-felulet.md	32. 9.1/c A `FILE_ATTRIBUTE_TEMPORARY` — HATÓKÖR kimérve (2026-08-21, K2)	1579	\| \`0x0083ba60\` (\`0x0083c3b8\`–\`0x0083c3d1\`) \| a **végleges kollázs-JPEG** \| \`collage\`, \`indexonlyreadonly\…
0x0083c404	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1419	1.
0x0083c43f	függvény	kollazs-eletciklus.md	228. 45.2 A kilenc hívási hely	4489	\| \`0x0083c43f\` \| \`FUN_0083ba60\` \| \`[esp+0xb0]\` \| verem \|
0x0083c458	?	picasa-kollazs-felulet.md	31. 9.1/d Az 5120 — az ÚTJA végigkövetve (2026-08-21, K3)	1508	│ (0x0083c458–0x0083c47c), majd
0x0083c47c	?	picasa-kollazs-felulet.md	31. 9.1/d Az 5120 — az ÚTJA végigkövetve (2026-08-21, K3)	1508	│ (0x0083c458–0x0083c47c), majd
0x0083c509	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1424	4.
0x0083c5b0	?	kollazs-eletciklus.md	234. 46.2 ⭐ A mentett dokumentum: az 1. argumentum `+0x138`-asa	4579	0x0082c2f8 utasítás 0x0083c5b0
0x0083c5b0	?	kollazs-eletciklus.md	240. 47.3 ⭐ A bezárás ELŐBB újraépítheti a munkapéldányt	4661	0x0082c2f8 utasítás 0x0083c5b0 ; …a mentési út 2.
0x0083c5b0	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1330	\| **Piszkozat mentése** (a lap bezárásakor) \| \`cancelbutton\` → \`0x0082c0a0\` → **\`0x0083c5b0\`** (2260 bájt) \|
0x0083c5b0	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1427	A **piszkozat**-mentés (\`0x0083c5b0\`) ehhez képest: \`indexonly\`-val
0x0083c5b0	?	picasa-kollazs-felulet.md	32. 9.1/c A `FILE_ATTRIBUTE_TEMPORARY` — HATÓKÖR kimérve (2026-08-21, K2)	1580	\| \`0x0083c5b0\` (\`0x0083cda6\`–\`0x0083cdbf\`) \| a **piszkozat-JPEG** \| \`collage\`, \`indexonly\`, \`.jpg.tmp\` \|
0x0083c5c9	?	kollazs-eletciklus.md	234. 46.2 ⭐ A mentett dokumentum: az 1. argumentum `+0x138`-asa	4585	0x0083c5c9 utasítás ebx,[esp+0x3d94] ; = az 1.
0x0083c5d3	?	kollazs-eletciklus.md	234. 46.2 ⭐ A mentett dokumentum: az 1. argumentum `+0x138`-asa	4586	0x0083c5d3 mov [esp+0x20], ebx ; eltéve
0x0083c7b0	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1356	A név kiválasztása (mindkét mentőben azonos, pl.
0x0083c7d7	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1384	(\`0x0083c7d7\`).
0x0083c83c	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1356	A név kiválasztása (mindkét mentőben azonos, pl.
0x0083cb05	?	kollazs-eletciklus.md	234. 46.2 ⭐ A mentett dokumentum: az 1. argumentum `+0x138`-asa	4588	0x0083cb05 utasítás eax,[esp+0x20] · 0x0083cb09 utasítás eax, 0x138
0x0083cb09	?	kollazs-eletciklus.md	234. 46.2 ⭐ A mentett dokumentum: az 1. argumentum `+0x138`-asa	4588	0x0083cb05 utasítás eax,[esp+0x20] · 0x0083cb09 utasítás eax, 0x138
0x0083cb0e	?	kollazs-eletciklus.md	234. 46.2 ⭐ A mentett dokumentum: az 1. argumentum `+0x138`-asa	4589	0x0083cb0e utasítás eax · 0x0083cb13 utasítás 0x00839200 ; FORRÁS (45.1)
0x0083cb13	függvény	kollazs-eletciklus.md	228. 45.2 A kilenc hívási hely	4490	\| **\`0x0083cb13\`** \| **\`FUN_0083c5b0\`** (mentés: \`Collages\`, \`autosave\`, \`indexonly\`) \| **\`[esp+0x20] +…
0x0083cb13	függvény	kollazs-eletciklus.md	231. 45.5 A KÖVETKEZŐ lépés, megnevezve	4538	A mentési út (\`FUN_0083c5b0\`, \`0x0083cb13\`) egy objektum **\`+0x138\`**-asából
0x0083cb13	?	kollazs-eletciklus.md	234. 46.2 ⭐ A mentett dokumentum: az 1. argumentum `+0x138`-asa	4589	0x0083cb0e utasítás eax · 0x0083cb13 utasítás 0x00839200 ; FORRÁS (45.1)
0x0083cda6	?	picasa-kollazs-felulet.md	32. 9.1/c A `FILE_ATTRIBUTE_TEMPORARY` — HATÓKÖR kimérve (2026-08-21, K2)	1580	\| \`0x0083c5b0\` (\`0x0083cda6\`–\`0x0083cdbf\`) \| a **piszkozat-JPEG** \| \`collage\`, \`indexonly\`, \`.jpg.tmp\` \|
0x0083cdbf	?	picasa-kollazs-felulet.md	32. 9.1/c A `FILE_ATTRIBUTE_TEMPORARY` — HATÓKÖR kimérve (2026-08-21, K2)	1580	\| \`0x0083c5b0\` (\`0x0083cda6\`–\`0x0083cdbf\`) \| a **piszkozat-JPEG** \| \`collage\`, \`indexonly\`, \`.jpg.tmp\` \|
0x0083ce90	?	kollazs-eletciklus.md	38. 16. A kilenc kérdés — a NÉGY hiányzó darab (2026-08-21)	707	\`0x00889f40\`, \`0x0083ce90\`, \`0x007f7120\`, \`0x00415790\`); a többi a korábbi
0x0083ce90	?	kollazs-eletciklus.md	40. 16.2 KÉT figyelmeztetés, ami egyik lapon sem volt (`0x0083ce90`)	729	### 16.2 KÉT figyelmeztetés, ami egyik lapon sem volt (\`0x0083ce90\`)
0x0083ce90	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	58	\| \`sharebutton\` \| \`0x0083ce90(…, 0)\` \| **Kollázs létrehozása** \|
0x0083ce90	függvény	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	59	\| \`makedesktop\` \| \`0x0083ce90(…, 1)\` \| **Asztali háttérkép** — ugyanaz a függvény \|
0x0083ce90	?	picasa-kollazs-felulet.md	29. 9.1 Létrehozás	1291	\`0x0083ce90(this, asztali_háttérkép_e)\`.
0x0083ce90	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1329	\| **Kollázs létrehozása** / **Asztali háttérkép** \| \`sharebutton\`/\`makedesktop\` → \`0x0082d570\` → \`0x0083ce90…
0x0083ce90	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1431	A \`0x0083ce90\` (Létrehozás-belépő) a mentés ELŐTT: képhiány-üzenet
0x0083ce90	adat	picasa-kollazs-felulet.md	31. 9.1/d Az 5120 — az ÚTJA végigkövetve (2026-08-21, K3)	1484	#### Az érték felépítése — \`0x0083ce90\`
0x0083ce90	?	picasa-kollazs-felulet.md	31. 9.1/d Az 5120 — az ÚTJA végigkövetve (2026-08-21, K3)	1503	0x0083ce90 (a „Létrehozás" belépő)
0x0083ce90	?	picasa-kollazs-felulet.md	34. 9.2/b Az automentés és a HELYREÁLLÍTÁS (2026-08-18)	1635	törli a függő feladatot (\`0x0083ce90\`: \`0x009b3950\` név szerinti keresés
0x0083cf3d	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1434	összehasonlítása, \`0x0083cf3d\`–\`0x0083cf5b\`); a függőben lévő
0x0083cf5b	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1434	összehasonlítása, \`0x0083cf3d\`–\`0x0083cf5b\`); a függőben lévő
0x0083d050	?	picasa-kollazs-felulet.md	30. 9.1/b A kimeneti fájl TELJES törvénye — hova, milyen néven, hogyan (2026-08-18)	1437	egység két példányban (\`0x0083d050\`) megy tovább a mentőnek, **négyzetes
0x0083d050	?	picasa-kollazs-felulet.md	31. 9.1/d Az 5120 — az ÚTJA végigkövetve (2026-08-21, K3)	1487	0x0083d050 utasítás eax, 0x1400 ; 5120
0x0083d050	?	picasa-kollazs-felulet.md	52. 12. A hét nyitott kérdés — 2026-08-18-i elszámolás	2187	(\`0, 0, 5120, 5120\` — **négyzetes** doboz, \`0x0083d050\`–\`0x0083d06f\`),
0x0083d055	?	picasa-kollazs-felulet.md	31. 9.1/d Az 5120 — az ÚTJA végigkövetve (2026-08-21, K3)	1488	0x0083d055 utasítás dword ptr [esp + 0x20], eax
0x0083d059	?	picasa-kollazs-felulet.md	31. 9.1/d Az 5120 — az ÚTJA végigkövetve (2026-08-21, K3)	1489	0x0083d059 utasítás dword ptr [esp + 0x24], eax
0x0083d062	?	picasa-kollazs-felulet.md	31. 9.1/d Az 5120 — az ÚTJA végigkövetve (2026-08-21, K3)	1490	0x0083d062 utasítás ecx, [esp + 0x1c] ; << a szerkezet CÍME (a push után E+0x18)
0x0083d066	?	picasa-kollazs-felulet.md	31. 9.1/d Az 5120 — az ÚTJA végigkövetve (2026-08-21, K3)	1491	0x0083d066 utasítás ecx ; a 0x0083ba60 2.
0x0083d06b	konstans	picasa-kollazs-felulet.md	31. 9.1/d Az 5120 — az ÚTJA végigkövetve (2026-08-21, K3)	1492	0x0083d06b utasítás dword ptr [esp + 0x24], ebx ; = 0
0x0083d06f	konstans	picasa-kollazs-felulet.md	31. 9.1/d Az 5120 — az ÚTJA végigkövetve (2026-08-21, K3)	1493	0x0083d06f utasítás dword ptr [esp + 0x28], ebx ; = 0
0x0083d06f	?	picasa-kollazs-felulet.md	52. 12. A hét nyitott kérdés — 2026-08-18-i elszámolás	2187	(\`0, 0, 5120, 5120\` — **négyzetes** doboz, \`0x0083d050\`–\`0x0083d06f\`),
0x0083d073	?	picasa-kollazs-felulet.md	31. 9.1/d Az 5120 — az ÚTJA végigkövetve (2026-08-21, K3)	1494	0x0083d073 utasítás 0x83ba60
0x0083d090	?	kollazs-eletciklus.md	175. 35.6 A KÖVETKEZŐ lépés, megnevezve	3723	\`0x00831750\` · \`0x00838ef0\` · \`0x0083d090\` · \`0x00889e00\` ·
0x0083d090	?	kollazs-eletciklus.md	218. 43.1 ⭐ A visszaállítót a **RESET gomb** hívja	4348	0x0082e2e1 utasítás 0x0083d090
0x0083d090	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	60	\| \`resetbutton\` \| \`0x0083d090\` \| Alaphelyzet \|
0x0083d099	?	kollazs-eletciklus.md	218. 43.1 ⭐ A visszaállítót a **RESET gomb** hívja	4354	0x0083d099 utasítás ecx,[esi+0x1b0] · 0x0083d09f utasítás eax,[esi+0x138]
0x0083d09f	?	kollazs-eletciklus.md	218. 43.1 ⭐ A visszaállítót a **RESET gomb** hívja	4354	0x0083d099 utasítás ecx,[esi+0x1b0] · 0x0083d09f utasítás eax,[esi+0x138]
0x0083d0a5	?	kollazs-eletciklus.md	218. 43.1 ⭐ A visszaállítót a **RESET gomb** hívja	4355	0x0083d0a5 utasítás ecx · 0x0083d0a6 utasítás eax ; 1.
0x0083d0a6	?	kollazs-eletciklus.md	218. 43.1 ⭐ A visszaállítót a **RESET gomb** hívja	4355	0x0083d0a5 utasítás ecx · 0x0083d0a6 utasítás eax ; 1.
0x0083d0a7	függvény	kollazs-eletciklus.md	178. 36.2 ⭐ A kollázspanel KÉT kollázs-dokumentumot tart: `[+0x138]` és `[+0x1b0]`	3761	\| \`0x0083d0a7\` \| \`FUN_0083d090\` \| \`[esi+0x138]\` \| \`[esi+0x1b0]\` \| **+0x1b0 → +0x138** \|
0x0083d0a7	?	kollazs-eletciklus.md	218. 43.1 ⭐ A visszaállítót a **RESET gomb** hívja	4356	0x0083d0a7 utasítás 0x00833cf0 ; +0x1b0 → +0x138
0x0083d0a7	?	kollazs-eletciklus.md	251. 49.4 Ami MARAD, és a KÖVETKEZŐ lépés	4817	\| \`+0x138\` \| a \`+0x1b0\` **alapállapotból** \| \`0x0083d0a7\` (Reset) \|
0x0083d0a7	?	kollazs-eletciklus.md	256. 50.4 ⛳ A VÁLASZ a 49.4-re: NEM — és amit ez a K1-re nézve kimond	4931	\| \`+0x1b0\` alapállapot (Reset) \| \`0x0083d0a7\` \| ami korábban a \`+0x138\` volt \|
0x0083d3a0	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	33	\| \`collagepanel/shadow_checkbox\` \| \`0x0083d3a0\` \| \`collage::shadows\` \|
0x0083d460	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	34	\| \`collagepanel/caption_checkbox\` \| \`0x0083d460\` \| \`collage::showcaptions\` \|
0x0083d520	konstans	picasa-create-features.md	17. 1.9 Az elrendezés-algoritmusok — DEKOMPILÁLVA (2026-08-13)	1548	(\`0x0083d520\`) mindössze ennyit tesz: \`[téma+0x50] = 1\`,
0x0083d520	?	picasa-kollazs-felulet.md	1. 1. A vezérlő→függvény tábla — a panel teljes parancskészlete	42	\| \`collagepanel/set_frame_center\` \| \`0x0083d520\` \| a kijelölt kép a Képkockamozaik közepére \|
0x0083d520	?	picasa-kollazs-felulet.md	47. 10/b.1 A „Kötelező a kijelölés" párbeszéd — eddig sehol	2077	\`0x0083d520\`) **nem néma**, ha nincs pontosan egy kijelölt kép: modális
0x0083d52d	?	picasa-kollazs-felulet.md	47. 10/b.1 A „Kötelező a kijelölés" párbeszéd — eddig sehol	2085	Az őrfeltételek sorban: van-e kijelölés-csoport (\`0x0083d52d\`), a
